customer_id,join_date,district,latitude,longitude,verification,country,lifetime_bookings,avg_rating,cancellation_rate,is_business_traveler
8578CFAA,2020-07-31,Spandau,52.49347095607944,13.33067597759624,Partial,JPN,9,4.85,0.037,0
407F0602,2015-02-19,Mitte,52.414142770414315,13.259342613411304,Verified,GER,10,4.77,0.084,0
CFB44815,2022-10-04,Neukölln,52.48712862612905,13.47645667543479,None,UK,1,4.87,0.1,0
B4AA8A71,2020-11-29,Friedrichshain-Kreuzberg,52.52922740802025,13.477095742983998,None,AUS,7,4.25,0.149,0
C5CA33FC,2015-07-09,Steglitz-Zehlendorf,52.47046731596219,13.30049836700257,Verified,JPN,18,4.62,0.147,0
6CDEDDF3,2017-01-19,Steglitz-Zehlendorf,52.533612903216586,13.402713015444238,Verified,CAN,4,5.0,0.042,0
806EA348,2017-09-07,Pankow,52.44051495604496,13.490940853955822,Verified,BRA,1,5.0,0.023,1
79DA93B0,2019-05-21,Lichtenberg,52.43599228404636,13.286661030402511,Verified,FRA,0,4.84,0.14,0
85095CBF,2017-09-11,Neukölln,52.560600666705305,13.202077543662813,Verified,AUS,2,4.78,0.022,0
46F40150,2016-07-27,Lichtenberg,52.520687444684604,13.332364636824376,Verified,USA,2,4.84,0.007,0
B0C1301A,2024-05-01,Lichtenberg,52.422171522236205,13.460896395664117,None,AUS,6,4.54,0.023,1
8FDCA47E,2023-10-01,Neukölln,52.50228846304181,13.225057927608667,Partial,AUS,10,5.0,0.099,0
548B7C46,2017-04-22,Steglitz-Zehlendorf,52.45820872629182,13.332880599322923,Partial,GER,10,4.77,0.013,1
EF37714E,2018-11-04,Friedrichshain-Kreuzberg,52.448004915376764,13.41869714822004,None,JPN,2,4.56,0.113,0
FF0BE18A,2023-04-27,Neukölln,52.44069298876637,13.443551589850564,Verified,BRA,6,4.83,0.142,0
891FB620,2022-11-12,Charlottenburg-Wilmersdorf,52.578022077679364,13.33834919042342,Verified,UK,4,5.0,0.078,0
452334C3,2019-01-05,Mitte,52.59594704932795,13.397282566168071,Partial,FRA,17,4.71,0.061,0
8176D963,2019-11-26,Lichtenberg,52.40308111123015,13.377266387353593,Verified,CAN,2,4.83,0.118,1
05E6507B,2022-12-28,Pankow,52.45314704073728,13.357083223168091,None,JPN,23,4.89,0.045,1
490A6805,2020-11-02,Charlottenburg-Wilmersdorf,52.591716396531694,13.478096598366752,Partial,JPN,41,4.95,0.042,0
ECA321B4,2018-05-05,Pankow,52.57724499323735,13.328347926590915,Verified,GER,2,5.0,0.142,0
99DA0AA5,2024-10-16,Tempelhof-Schöneberg,52.578382275935326,13.233458248369333,Verified,USA,4,5.0,0.073,1
E0C91FC8,2020-02-09,Pankow,52.55995178879014,13.210014454081906,Verified,FRA,2,4.92,0.118,0
BDE06906,2021-12-01,Steglitz-Zehlendorf,52.41727463451319,13.46050847369411,Verified,FRA,12,4.7,0.12,1
8BE76E6F,2017-10-01,Charlottenburg-Wilmersdorf,52.58442472906065,13.432185382076812,Partial,CAN,28,4.94,0.053,0
4A90AE02,2019-09-09,Pankow,52.590203967577445,13.292120870008668,Verified,BRA,21,4.61,0.11,0
DA5EB1F8,2019-06-14,Neukölln,52.518040367421314,13.258673203796253,Partial,FRA,2,5.0,0.007,0
1907FD85,2019-07-02,Charlottenburg-Wilmersdorf,52.425887697049426,13.205510760502808,Verified,JPN,2,4.95,0.024,0
13F1E367,2022-02-01,Pankow,52.56774781502148,13.318313180334178,Verified,FRA,2,4.89,0.146,0
EE7A7129,2018-07-01,Friedrichshain-Kreuzberg,52.40211532328822,13.370265148564469,Verified,FRA,35,4.64,0.108,0
BFA2BC03,2024-12-18,Charlottenburg-Wilmersdorf,52.423940842187136,13.447856489426618,Verified,CAN,1,4.48,0.016,0
83A393A9,2023-11-28,Lichtenberg,52.41398370067596,13.26210937301316,None,FRA,30,4.46,0.04,0
F15A44CF,2017-03-26,Tempelhof-Schöneberg,52.56738819869784,13.401041308450312,Verified,GER,28,4.59,0.091,1
9A150A7F,2015-05-02,Friedrichshain-Kreuzberg,52.54611632204904,13.298165685435507,Partial,AUS,5,4.8,0.083,0
B95BCB63,2017-05-05,Spandau,52.515209951617656,13.393289940133538,Verified,BRA,12,4.71,0.088,0
CEC87701,2016-01-08,Spandau,52.54353658254635,13.320172060237049,Verified,FRA,2,5.0,0.049,0
73D42CCE,2018-04-16,Charlottenburg-Wilmersdorf,52.45087026271238,13.384976279781275,None,GER,10,4.9,0.091,0
AB262447,2021-12-25,Pankow,52.44523718459953,13.281101535141259,Verified,AUS,11,4.32,0.149,0
A4373C57,2024-08-01,Mitte,52.58634156633597,13.425443719097109,Verified,CAN,3,4.89,0.016,0
1F1E397B,2015-01-09,Spandau,52.441396618810586,13.488521733088858,Verified,BRA,1,4.64,0.02,0
1ABCF193,2015-01-01,Steglitz-Zehlendorf,52.59057357861561,13.324543322032302,Verified,JPN,5,4.6,0.038,1
34F0BFB2,2017-12-26,Spandau,52.56190451465546,13.456666728825345,Verified,UK,4,4.9,0.062,0
2A15A4A0,2019-08-22,Spandau,52.509736048170474,13.397016780103618,None,BRA,3,4.44,0.138,0
34DD7987,2017-02-04,Steglitz-Zehlendorf,52.47680821414331,13.232532981761297,Partial,BRA,0,4.83,0.023,1
729C19B3,2020-02-02,Lichtenberg,52.41015032133943,13.236695340673755,Verified,CAN,9,4.23,0.118,1
8A7B8CBA,2020-06-26,Steglitz-Zehlendorf,52.55116658158673,13.263279640522628,Verified,AUS,30,4.88,0.126,0
EF6088CE,2023-10-10,Charlottenburg-Wilmersdorf,52.436868795747955,13.337972067980182,Verified,CAN,2,5.0,0.044,0
699DE6F1,2019-10-08,Neukölln,52.57062928099264,13.464016075721268,Partial,USA,11,5.0,0.047,0
EC473D15,2021-08-24,Mitte,52.517026691459535,13.31992576344593,Verified,BRA,13,5.0,0.056,0
968B633C,2024-06-03,Friedrichshain-Kreuzberg,52.47934075697485,13.299271660937197,Verified,BRA,5,4.61,0.115,0
6F6C98C5,2022-05-24,Friedrichshain-Kreuzberg,52.54300950982213,13.439354170074823,None,CAN,19,4.39,0.062,0
B78F76F2,2017-05-29,Tempelhof-Schöneberg,52.55634135076839,13.249919403940654,Verified,JPN,28,5.0,0.039,0
F2B659B7,2017-03-25,Spandau,52.43098657009707,13.344083416577247,None,FRA,27,4.92,0.011,1
B44496CB,2017-01-15,Mitte,52.53047812848807,13.408385593324308,Verified,JPN,6,5.0,0.06,0
402611D8,2018-05-18,Friedrichshain-Kreuzberg,52.441331107972864,13.488006386626767,Verified,UK,9,5.0,0.121,0
69C115C5,2019-08-04,Steglitz-Zehlendorf,52.422515674562305,13.442806926719406,Verified,AUS,3,4.64,0.071,0
56DF6B47,2021-03-29,Spandau,52.47635438815121,13.48837750126102,Verified,GER,26,4.38,0.045,1
89C1125E,2019-01-17,Tempelhof-Schöneberg,52.591560503187786,13.250054235180038,Verified,FRA,0,4.76,0.097,0
C6034DBA,2016-01-20,Spandau,52.521101436817666,13.296671887075995,Partial,CAN,10,4.26,0.131,0
4FD93C5C,2020-07-28,Neukölln,52.41096742645625,13.370127683326281,Verified,CAN,17,4.7,0.001,0
06A64143,2017-11-22,Lichtenberg,52.48311023748845,13.265898865432542,Verified,CAN,32,4.57,0.125,0
70B66E45,2018-07-25,Pankow,52.4862336420053,13.202330586835894,None,UK,3,4.65,0.023,0
703CD921,2023-12-01,Pankow,52.52507809787076,13.45999363931484,Partial,GER,2,4.95,0.11,0
61990CFA,2017-12-09,Pankow,52.55258943675614,13.276522468190242,Verified,UK,4,4.88,0.034,0
D2C41244,2015-01-27,Neukölln,52.49366309302324,13.388195811496766,Verified,BRA,7,4.35,0.047,1
B169C9AA,2019-12-15,Friedrichshain-Kreuzberg,52.44216034545479,13.241658227130058,Verified,BRA,5,4.75,0.126,1
D8BB624F,2015-08-26,Lichtenberg,52.403771655202966,13.439741768732969,None,CAN,7,4.65,0.059,0
34B9E410,2022-12-12,Pankow,52.57995449122448,13.259180379171697,Verified,AUS,9,4.45,0.122,0
23595BFD,2023-08-20,Pankow,52.55203409018667,13.278061347792285,Partial,USA,8,5.0,0.009,0
45063840,2016-09-18,Lichtenberg,52.484537917522836,13.284129453420856,Verified,FRA,1,5.0,0.025,0
CBFADC12,2022-09-24,Steglitz-Zehlendorf,52.58098676085276,13.300993530754402,Verified,BRA,14,4.36,0.131,0
1F0DDF09,2017-01-18,Neukölln,52.57109784831691,13.481820045043612,Partial,UK,13,5.0,0.062,1
A68853CC,2020-10-19,Lichtenberg,52.519198309782475,13.497518547286738,Verified,GER,2,4.64,0.121,1
FA06A106,2023-03-16,Charlottenburg-Wilmersdorf,52.52385138420994,13.262676670538317,Verified,JPN,7,4.99,0.033,0
5A28B135,2015-11-16,Spandau,52.40933838455107,13.319526513083122,Verified,UK,9,4.48,0.032,0
DB8631C4,2024-01-29,Steglitz-Zehlendorf,52.42938411784201,13.467808457002642,Verified,GER,2,5.0,0.008,0
2CE43800,2019-07-11,Mitte,52.41608760186395,13.491471880557642,None,UK,15,4.79,0.025,1
49715D99,2017-12-24,Neukölln,52.553684299388614,13.453717701315163,None,USA,7,4.56,0.063,0
90CCFDDF,2023-10-07,Steglitz-Zehlendorf,52.461099103295204,13.339961996048999,Partial,GER,1,4.98,0.0,0
A36B0969,2022-05-02,Pankow,52.50020940573635,13.418696233500235,None,USA,1,4.18,0.138,0
04A9FED2,2021-12-11,Steglitz-Zehlendorf,52.52883173825154,13.259307776273593,Verified,GER,5,4.86,0.097,0
C51219EB,2017-11-01,Tempelhof-Schöneberg,52.58860044308851,13.453456638910934,Partial,JPN,3,4.98,0.071,1
23B42108,2015-08-24,Steglitz-Zehlendorf,52.4223786485864,13.489808276760398,Partial,JPN,3,4.58,0.135,0
DB84634B,2022-05-03,Steglitz-Zehlendorf,52.54186835604986,13.243291577329323,Verified,AUS,3,4.95,0.094,1
0E811A85,2021-09-12,Spandau,52.57069597563889,13.406220009275232,Verified,USA,1,4.8,0.15,0
E8EBEB52,2017-07-24,Friedrichshain-Kreuzberg,52.57243248333345,13.303717084001867,Verified,AUS,15,5.0,0.066,0
A6B0FFB9,2023-03-01,Pankow,52.457470035773184,13.482044874907292,Verified,FRA,14,5.0,0.004,0
AD771677,2018-01-13,Steglitz-Zehlendorf,52.41276816521412,13.258863531157093,None,CAN,8,4.83,0.036,0
BBC24DDC,2017-02-27,Mitte,52.48422594248002,13.305487435087645,Verified,BRA,6,4.26,0.009,0
C4D3A2EE,2017-02-09,Lichtenberg,52.45181293045748,13.477831151169202,Verified,UK,3,4.95,0.037,0
E3A98B86,2020-09-24,Spandau,52.597439505784635,13.23116018992782,Partial,FRA,3,4.83,0.115,0
3BBCE9A3,2024-06-02,Spandau,52.42053418818392,13.291933045737785,Verified,BRA,23,5.0,0.087,0
697B1BB1,2021-06-05,Friedrichshain-Kreuzberg,52.48879014780253,13.340140780995817,Verified,AUS,5,4.42,0.106,0
86EB9E5A,2017-04-15,Friedrichshain-Kreuzberg,52.527940403206976,13.256700471182997,Partial,UK,3,4.89,0.122,0
2209FA35,2019-09-13,Spandau,52.470660752367074,13.397052544888806,Verified,FRA,1,4.75,0.038,0
B12B9BF3,2022-05-29,Friedrichshain-Kreuzberg,52.48050069135541,13.330690389173492,Partial,FRA,6,4.21,0.05,0
1A9712AD,2019-08-02,Lichtenberg,52.45002103109986,13.319163432695811,Verified,USA,3,4.56,0.117,1
3190B9AE,2022-04-01,Spandau,52.50734423584487,13.236936109622256,Partial,BRA,8,5.0,0.093,1
12161BF1,2016-10-12,Mitte,52.465644341855985,13.475775362717766,Partial,BRA,18,4.99,0.023,1
2CF74B0C,2016-10-19,Tempelhof-Schöneberg,52.457785493035956,13.334035490437078,Verified,UK,0,4.85,0.01,0
88C80EC7,2020-10-22,Steglitz-Zehlendorf,52.57231475592803,13.328239498575513,Verified,AUS,8,4.97,0.06,0
EC363051,2022-06-25,Steglitz-Zehlendorf,52.56767890388709,13.32173827333585,Verified,JPN,1,5.0,0.137,0
6E6150F7,2021-06-10,Friedrichshain-Kreuzberg,52.55056099497521,13.396809944261545,Verified,USA,0,4.61,0.094,0
29C6E955,2023-09-23,Tempelhof-Schöneberg,52.54012354113418,13.470425968795592,Verified,AUS,11,4.86,0.085,0
A62083C2,2016-09-04,Pankow,52.43487656150411,13.472410825681699,Verified,USA,34,5.0,0.027,0
96662EA1,2023-10-21,Pankow,52.547309803154775,13.455013685150089,None,CAN,1,5.0,0.148,0
A0C584B7,2023-01-11,Lichtenberg,52.494703859105606,13.381209254334468,Verified,UK,7,4.72,0.092,0
B2A0DAF1,2023-08-07,Mitte,52.53389849024957,13.477771411534272,Verified,AUS,25,5.0,0.032,1
D512D848,2016-07-03,Charlottenburg-Wilmersdorf,52.504325943593756,13.283020856774662,Verified,AUS,5,4.52,0.113,1
0A970574,2015-12-01,Neukölln,52.53581295155734,13.271981895824537,Partial,UK,23,5.0,0.003,0
E4BC0F96,2019-11-25,Lichtenberg,52.58484362746154,13.289485944462484,Verified,FRA,7,5.0,0.042,0
C11D111E,2022-04-14,Neukölln,52.420308353144286,13.237199600050134,Partial,CAN,4,5.0,0.129,0
F8299E05,2024-11-19,Charlottenburg-Wilmersdorf,52.5089195818166,13.489501106365674,Verified,FRA,9,4.83,0.062,1
3060D886,2017-07-26,Neukölln,52.566526321333676,13.367466641643256,Verified,AUS,1,4.8,0.059,0
8A229817,2015-03-15,Charlottenburg-Wilmersdorf,52.46920921175439,13.2323297841171,Partial,FRA,1,5.0,0.096,1
51D7FDA4,2018-02-12,Mitte,52.57044715089351,13.342544966464969,Partial,JPN,0,4.36,0.149,0
B3582525,2016-03-22,Pankow,52.50824163489893,13.235499309769674,Verified,JPN,8,5.0,0.107,1
7D287EFF,2018-03-06,Lichtenberg,52.58021891712199,13.242028384958404,None,USA,6,5.0,0.098,0
8B84BF9A,2022-08-07,Lichtenberg,52.45899787568327,13.285341499363364,Verified,GER,5,4.94,0.085,0
F48BE076,2023-11-15,Friedrichshain-Kreuzberg,52.50731704786942,13.261459614720609,Verified,JPN,22,4.41,0.098,0
32B33B91,2024-06-10,Pankow,52.59411116105723,13.435399936767777,Verified,UK,16,4.71,0.025,0
7431804F,2018-03-15,Friedrichshain-Kreuzberg,52.40126237065168,13.297992553666205,Partial,UK,10,5.0,0.038,0
31298D9B,2022-07-21,Friedrichshain-Kreuzberg,52.55469310378245,13.441231540005898,Verified,CAN,2,4.98,0.053,0
B55FF19D,2024-04-21,Neukölln,52.49197543403406,13.296508561492187,Verified,CAN,12,5.0,0.044,0
137C53DD,2018-07-02,Charlottenburg-Wilmersdorf,52.51073529916401,13.413083710676046,Verified,CAN,9,4.34,0.141,1
422552D4,2018-07-12,Lichtenberg,52.55982710301377,13.345423264640386,Verified,UK,80,5.0,0.06,0
54DCDA74,2024-10-09,Pankow,52.590149044609404,13.204311176045158,Verified,JPN,17,5.0,0.013,0
C885F97B,2019-04-12,Charlottenburg-Wilmersdorf,52.469827100788805,13.476827233317398,Verified,USA,36,5.0,0.057,0
689BB318,2022-10-21,Friedrichshain-Kreuzberg,52.491009217470726,13.450741208684622,Verified,CAN,62,4.72,0.108,0
C7B17C4F,2015-09-03,Steglitz-Zehlendorf,52.52116331091414,13.350705065087473,Verified,USA,7,4.88,0.143,0
62507D28,2021-11-13,Lichtenberg,52.40983627928558,13.238686527944486,Verified,FRA,1,4.65,0.139,0
BC8CC479,2017-04-23,Lichtenberg,52.42622729419693,13.47310377460038,Verified,GER,23,4.84,0.005,0
15D95193,2023-03-23,Friedrichshain-Kreuzberg,52.46363053521256,13.36743526126786,Partial,CAN,8,4.55,0.001,0
BCA70AE8,2021-09-13,Lichtenberg,52.514918852026554,13.263339604740205,Partial,BRA,8,5.0,0.097,0
9D683CF6,2019-03-20,Friedrichshain-Kreuzberg,52.41147405507441,13.296637815820167,Verified,BRA,1,4.44,0.049,1
5D42D6A7,2017-05-13,Neukölln,52.53775114454563,13.238700364163579,None,GER,12,5.0,0.031,0
CE4FC83B,2022-10-12,Tempelhof-Schöneberg,52.51290935678062,13.28091071409444,Verified,FRA,13,4.4,0.077,0
1F952D09,2024-12-29,Pankow,52.49928197802391,13.296808783344206,Verified,GER,8,4.91,0.132,0
B3B1289E,2022-06-22,Neukölln,52.55581179289279,13.400668152320483,Verified,GER,11,5.0,0.018,1
DC0A228A,2024-12-23,Neukölln,52.44343703202945,13.269082859550718,Verified,USA,2,4.62,0.049,0
4D6D66FB,2019-01-07,Friedrichshain-Kreuzberg,52.40383240204379,13.46384864748101,Verified,USA,23,4.83,0.145,0
5E29A28C,2022-12-27,Lichtenberg,52.53807374042403,13.313229813361506,Verified,JPN,0,4.71,0.137,0
E5E5A20E,2023-10-21,Lichtenberg,52.574889943540725,13.308629038733546,None,UK,6,5.0,0.057,0
B7A9C31C,2019-09-05,Mitte,52.45689215279682,13.290195605750366,Verified,GER,1,5.0,0.093,0
9E65F300,2020-10-06,Charlottenburg-Wilmersdorf,52.44519797659306,13.241051685731799,Verified,CAN,2,4.85,0.066,0
9881DD5D,2017-02-15,Mitte,52.546457198997935,13.439937975075157,None,AUS,2,4.61,0.074,0
7F4086B4,2024-05-02,Spandau,52.52889437117346,13.318604585130142,Verified,UK,6,4.71,0.145,0
31049A69,2024-10-08,Lichtenberg,52.40833665131193,13.43719561433061,Verified,GER,3,4.92,0.109,0
34708092,2021-10-29,Lichtenberg,52.51161382512409,13.361372575451242,Verified,JPN,10,4.74,0.079,0
5BE8D831,2019-04-29,Mitte,52.433212717469395,13.431048489928815,Verified,AUS,16,4.45,0.13,0
6AF65BD6,2023-11-18,Charlottenburg-Wilmersdorf,52.56379575612714,13.243775088787713,Partial,BRA,2,4.54,0.096,0
117C7E37,2015-09-15,Steglitz-Zehlendorf,52.49597045201636,13.467081257895684,Verified,JPN,11,4.7,0.025,0
C9A7E5E3,2017-08-22,Friedrichshain-Kreuzberg,52.40972605290565,13.24455553727825,Verified,JPN,4,5.0,0.082,0
198D5E9A,2019-08-18,Charlottenburg-Wilmersdorf,52.43437829566352,13.456904125355155,Verified,GER,33,4.48,0.123,0
1DA2D946,2015-09-05,Tempelhof-Schöneberg,52.54728734857312,13.421415671098151,Partial,GER,11,4.3,0.119,1
FAF2DAB1,2018-05-23,Tempelhof-Schöneberg,52.43378798613478,13.398570002100033,Verified,GER,27,4.97,0.109,1
E19BFFA1,2021-12-12,Charlottenburg-Wilmersdorf,52.581364484783094,13.484735825575495,Verified,JPN,1,4.13,0.136,0
4622780D,2017-06-18,Tempelhof-Schöneberg,52.41742120998116,13.427687993539006,Verified,GER,15,4.65,0.063,1
227CE1BF,2022-03-02,Steglitz-Zehlendorf,52.53644818127277,13.234497207744162,Partial,USA,20,5.0,0.14,0
931DC2DD,2017-01-10,Steglitz-Zehlendorf,52.482842278487915,13.402353292264737,Verified,FRA,0,5.0,0.096,0
E7F9FBA1,2024-02-17,Pankow,52.41609672931302,13.323297362837618,Partial,AUS,11,5.0,0.003,0
3D79500F,2021-04-03,Pankow,52.427918416750195,13.468286752661129,Verified,AUS,8,4.54,0.04,0
59D70758,2016-01-03,Tempelhof-Schöneberg,52.47726870648524,13.235173020088894,Verified,AUS,2,4.77,0.002,0
8E01E0F0,2020-03-14,Pankow,52.542276449780886,13.263861693704015,Verified,FRA,16,4.59,0.104,0
E1C59A94,2015-07-03,Mitte,52.58449846830798,13.41121773740235,Verified,AUS,2,4.54,0.034,0
E695B1F9,2016-11-16,Lichtenberg,52.48691164812278,13.321669644202428,Partial,FRA,16,4.6,0.087,0
43F61960,2019-01-31,Steglitz-Zehlendorf,52.41770012793394,13.407794692277516,Verified,UK,2,5.0,0.019,0
7AB6B8C1,2021-12-06,Spandau,52.418573872581725,13.412111168016496,Partial,AUS,0,5.0,0.101,1
47E819FA,2019-05-21,Mitte,52.44454592502285,13.278865826803154,Verified,UK,5,5.0,0.002,0
64A861C5,2021-11-16,Friedrichshain-Kreuzberg,52.552979839149295,13.422658049042752,Verified,CAN,4,4.79,0.007,0
B614720B,2021-03-26,Charlottenburg-Wilmersdorf,52.55350866274381,13.302906036434093,Verified,UK,15,4.66,0.108,0
BA19FCF2,2017-08-17,Tempelhof-Schöneberg,52.566617495401786,13.31383234065277,Verified,AUS,7,4.38,0.094,0
5A17C143,2022-06-12,Lichtenberg,52.47876449326162,13.381449501532394,Verified,AUS,7,5.0,0.088,0
EE70928A,2024-11-09,Charlottenburg-Wilmersdorf,52.53967622860326,13.41275881685199,Partial,UK,3,5.0,0.099,0
B29E2D94,2022-11-06,Friedrichshain-Kreuzberg,52.50387239220938,13.499440006607736,None,AUS,2,5.0,0.112,0
36F24BC5,2021-09-21,Mitte,52.47539876468679,13.424158105831124,Verified,BRA,8,4.51,0.057,0
A9CF75E4,2018-11-03,Neukölln,52.46514468211121,13.412084928608897,Partial,FRA,23,4.37,0.071,0
A7FDBC0F,2024-11-08,Charlottenburg-Wilmersdorf,52.47839441465503,13.243592906840481,Partial,CAN,11,5.0,0.142,0
AB2DC1DC,2017-08-07,Lichtenberg,52.45449372504873,13.433625989167128,Verified,USA,8,5.0,0.076,1
2C504753,2023-12-22,Charlottenburg-Wilmersdorf,52.53152032198557,13.309044959595019,Verified,JPN,0,4.78,0.105,0
9D4D8C09,2017-04-22,Mitte,52.55506938382635,13.343183214530411,Partial,CAN,38,4.63,0.013,1
AAD8E860,2019-05-13,Friedrichshain-Kreuzberg,52.550730839657994,13.288994603632654,None,GER,14,4.31,0.059,0
F67CA253,2019-07-16,Pankow,52.452588806483625,13.352439799662813,Verified,JPN,10,4.82,0.048,0
AF2A8180,2016-09-16,Lichtenberg,52.506728572301945,13.462793684443037,Partial,BRA,3,4.72,0.027,1
6FCCBF65,2020-10-31,Lichtenberg,52.59912790440138,13.410827601870524,Partial,CAN,14,4.86,0.146,1
CAF86904,2022-07-03,Tempelhof-Schöneberg,52.466359242293514,13.316554230196253,None,UK,19,4.45,0.003,0
3D567E00,2023-12-31,Friedrichshain-Kreuzberg,52.58820255648396,13.384963667276704,Verified,AUS,17,4.45,0.105,0
AFBBAFD5,2024-10-24,Neukölln,52.41545443960831,13.403894783113559,Verified,FRA,19,4.8,0.137,0
EEBE52E6,2016-07-16,Spandau,52.424150274647765,13.498729499672574,Verified,BRA,25,4.55,0.028,0
D5BCFF94,2021-06-24,Tempelhof-Schöneberg,52.47144039591753,13.42320774788859,Verified,UK,0,4.89,0.065,0
B437EA48,2024-08-10,Spandau,52.527326994354645,13.371069967962853,Verified,JPN,3,4.91,0.064,1
DCF8EC7D,2022-09-22,Charlottenburg-Wilmersdorf,52.459579618482444,13.371224179308324,Verified,UK,1,4.57,0.058,0
E1E441BD,2019-04-14,Charlottenburg-Wilmersdorf,52.49831649982765,13.465717768256969,Verified,AUS,2,4.71,0.08,0
D2F341D8,2023-02-28,Charlottenburg-Wilmersdorf,52.495995097858255,13.409619326053257,Verified,UK,7,4.75,0.079,0
D66EDFEA,2017-10-05,Spandau,52.54989979964983,13.270499677872108,None,BRA,20,4.61,0.08,1
921645CD,2023-12-29,Steglitz-Zehlendorf,52.53285478445819,13.495809926619646,Verified,UK,7,5.0,0.048,1
3655BF8B,2023-05-30,Tempelhof-Schöneberg,52.411628701543904,13.275683382827022,Partial,BRA,6,4.66,0.117,0
484993FF,2023-12-19,Mitte,52.54460973180836,13.376617531036096,Partial,GER,2,4.82,0.001,0
9157F5DE,2015-09-24,Mitte,52.53274325864589,13.223134994964294,Verified,CAN,6,4.94,0.04,0
141CF175,2018-10-23,Neukölln,52.45124519157182,13.463371726187127,Verified,UK,4,4.98,0.147,1
FF78357D,2021-12-20,Lichtenberg,52.44789539720169,13.202252690474298,Verified,UK,4,5.0,0.135,1
7047EF31,2016-02-19,Charlottenburg-Wilmersdorf,52.50936571248211,13.423424265377344,Verified,UK,2,4.67,0.097,0
86CB1277,2018-10-26,Tempelhof-Schöneberg,52.44681827308278,13.38658150554155,Verified,JPN,10,4.93,0.099,0
1520F9FC,2021-03-22,Friedrichshain-Kreuzberg,52.46909523815504,13.432858667465474,Verified,JPN,24,4.86,0.024,1
3611214F,2020-02-07,Friedrichshain-Kreuzberg,52.50236143885615,13.368769117884815,Verified,AUS,18,4.06,0.08,0
B51465E1,2024-06-19,Spandau,52.55208632846768,13.49512120288031,Verified,FRA,9,4.92,0.141,1
AB2715AA,2015-07-13,Charlottenburg-Wilmersdorf,52.52866838195532,13.279207843827223,None,AUS,4,5.0,0.004,0
8FF2695E,2021-03-11,Tempelhof-Schöneberg,52.43670361495645,13.228254481775258,Verified,BRA,1,4.52,0.121,1
0D5A9643,2021-11-10,Steglitz-Zehlendorf,52.5856154470593,13.2715134005003,Verified,CAN,19,4.59,0.021,0
4A5CA56B,2023-06-07,Steglitz-Zehlendorf,52.59446311679036,13.334642976066045,Verified,CAN,6,4.57,0.128,0
